ID;"Active (0/1)";"Name *";"Parent category";"Root category (0/1)";Description;"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Image URL"
562;1;"Clasificadores de herramientas";557;0
563;1;Gavetas;557;0
564;1;"Extractores manuales y mecanicos";474;0
565;1;"accesorios extraccion";564;0
566;1;"extractores accion tijera";564;0
567;1;"extractores autocentrantes";564;0
568;1;"extractores autogrip";564;0
569;1;"extractores con abrazadera lateral";564;0
570;1;"extractores con husillo hidraulico";564;0
571;1;"extractores de alcance preajustable";564;0
572;1;"extractores de percusion";564;0
573;1;"extractores de rodamientos";564;0
574;1;"extractores patas articuladas";564;0
575;1;"extractores universales dos patas";564;0
576;1;"extractores universales tres patas";564;0
577;1;"herramientas de extraccion";564;0
578;1;"herramientas especiales automocion";564;0
579;1;"husillos mecanicos";564;0
580;1;"juego de extractores";564;0
581;1;"llaves de golpe";564;0
582;1;patas;564;0
583;1;"prensas y husillos hidraulicos";564;0
584;1;"programa basico de extractores";564;0
585;1;Pasahilos;474;0
586;1;Cabezas;585;0
587;1;Lubricante;585;0
588;1;Pasahilos;585;0
589;1;Plomada;474;0
590;1;"Herramientas y utiles de engrase";474;0
591;1;"Escoplos y gubias";474;0
592;1;escoplos;591;0
593;1;gubias;591;0
594;1;Desbarbadoras;474;0
595;1;"Barras industriales";474;0
596;1;"Herramienta especializada";474;0
597;1;"Herramientas de Albañil - Embaldosador";596;0
598;1;"Herramientas de Carpintero";596;0
599;1;"Herramientas de Electricista";596;0
600;1;"Herramientas de Fontanero";596;0
601;1;"Herramientas para Placas y Yeso";596;0
602;1;"Herramientas eléctricas";2;0
603;1;"Taladros y atornilladores";602;0
604;1;"Taladros con cable";603;0
605;1;"Taladros a batería";603;0
606;1;"Atornilladores de batería";603;0
607;1;Brocas;602;0
608;1;"Brocas para madera";607;0
609;1;"Brocas para metal";607;0
610;1;"Brocas para piedra";607;0
611;1;"Brocas SDS";607;0
612;1;"Juegos de brocas";607;0
613;1;"Portabrocas, llaves y accesorios";607;0
614;1;"Brocas HSS";607;0
615;1;Amoladoras;602;0
616;1;"Amoladoras Bosch";615;0
617;1;"Amoladoras Makita";615;0
618;1;"Amoladoras Stanley";615;0
619;1;"Amoladoras DeWalt";615;0
620;1;"Amoladoras Black&Decker";615;0
621;1;"Otras amoladoras";615;0
622;1;"Discos amoladora";615;0
623;1;"Discos de diamante";615;0
624;1;"Accesorios amoladora";615;0
625;1;Cepillos;602;0
626;1;"Cortadoras y tronzadoras";602;0
627;1;"Pistolas de aire caliente";602;0
628;1;Fresadoras;602;0
629;1;Lijadoras;602;0
630;1;"Martillos eléctricos";602;0
631;1;"Multi herramientas y accesorios";602;0
632;1;"Pistolas para pintar";602;0
633;1;"Sierras circulares";602;0
634;1;"Sierras de calar";602;0
635;1;"Sierras sable";602;0
636;1;"Medidores y niveles láser";602;0
637;1;"Pistolas de silicona y encoladoras";602;0
638;1;"Accesorios de herramientas";602;0
639;1;"Cepillos y Tazas";638;0
640;1;"Cinceles - punteros - escarpas";638;0
641;1;"Coronas y accesorios";638;0
642;1;"Cuchillas cepillo";638;0
643;1;Ensamblaje;638;0
644;1;Fresas;638;0
645;1;"Lamas sierra de calar";638;0
646;1;"Lijas y tacos abrasivos";638;0
647;1;Muelas;638;0
648;1;"Puntas para atornillar";638;0
649;1;"Soportes maquinaria";638;0
650;1;Maquinaria;2;0
651;1;"Aspiradores industriales";650;0
652;1;Compresores;650;0
653;1;Generadores;650;0
654;1;Motobombas;650;0
655;1;"Equipación taller";650;0
656;1;Esmeriladoras;655;0
657;1;Gatos;655;0
658;1;"Luz portátil";655;0
659;1;"Sierras de sobremesa";655;0
660;1;"Taladros de columna y sobremesa";655;0
661;1;"Tornillos de banco, mordaza y específicos";655;0
662;1;"Soportes anti-vibratorios";650;0
663;1;Soldadores;650;0
664;1;"Soldadores Inverter";663;0
665;1;"Soldadura Eléctrica";663;0
666;1;"Soldadura a Gas";663;0
667;1;"Bombonas y Cartuchos de Gas";663;0
668;1;"Accesorios de Soldadura";663;0
669;1;"Escaleras de aluminio";2;0
670;1;"Escaleras de aluminio domésticas";669;0
671;1;"Escaleras de aluminio profesional";669;0
672;1;"Escaleras telescópicas";669;0
673;1;"Escaleras de fibra de vidrio";669;0
674;1;"Escaleras de madera";669;0
675;1;"Taburetes y accesorios";669;0
676;1;"Recambios escaleras";669;0
677;1;Andamios;669;0
678;1;Rampas;669;0
679;1;"Seguridad infantil";2;0
680;1;"Protectores cantoneras";679;0
681;1;"Vallas de seguridad infantil";679;0
682;1;"Protectores para enchufes";679;0
683;1;"Cierres de seguridad y salvadedos";679;0
684;1;"Pinturas y esmaltes";2;0
685;1;"Pintura de interior";684;0
686;1;"Pinturas específicas";684;0
687;1;"Pinturas de exterior";686;0
688;1;"Pintura para cocinas y baños";686;0
689;1;"Pinturas antihumedad y antigoteras";686;0
690;1;"Pinturas para Piscinas";686;0
691;1;"Pinturas para Suelo y Párking";686;0
692;1;"Chalk Paint - efecto tiza";684;0
693;1;"Chalk Paint Xylazel Oleum";692;0
694;1;"Chalk paint spray";692;0
695;1;"Chalk Paint Titan";692;0
696;1;"Chalk Paint Bruguer";692;0
697;1;"Barniz y cera Chalky Paint";692;0
698;1;"Accesorios para chalk paint";692;0
699;1;Esmaltes;684;0
700;1;"Esmaltes Sintéticos";699;0
701;1;"Esmaltes Acrílicos";699;0
702;1;"Esmaltes Anti-óxido";699;0
703;1;"Accesorios de pintura";684;0
704;1;"Accesorios Básicos";703;0
705;1;"Brochas y Pinceles";703;0
706;1;"Cubos y Cubetas";703;0
707;1;Espátulas;703;0
708;1;"Cinta y Plástico Protector";703;0
709;1;Paletinas;703;0
710;1;"Papel de Lija y Lana de Acero";703;0
711;1;"Rodillos y Accesorios";703;0
712;1;"Pistolas para pintar";684;0
713;1;Masillas;684;0
714;1;Cementos;713;0
715;1;Masillas;713;0
716;1;"Yesos y Escayolas";713;0
717;1;"Aislamientos e impermeabilización";684;0
718;1;"Decapantes y quitapinturas";684;0
719;1;"Disolventes y aguarrás";684;0
720;1;"Preparación de la madera";684;0
721;1;Aceites;720;0
722;1;"Barniz, tinte y lasure exterior";720;0
723;1;"Barniz, tinte y lasure interior";720;0
724;1;Ceras;720;0
725;1;"Imprimación, selladoras y lacas";720;0
726;1;"Aguaplast para madera";720;0
727;1;"Protección de madera contra insectos";720;0
728;1;"Retocadores y restauradores";720;0
729;1;"Preparación del metal";720;0
730;1;"Pintura en spray y aerosoles";684;0
731;1;"Vestuario y zapatos de seguridad";2;0
732;1;"Zapatos de seguridad";731;0
